	combination_treatment	H	p
298	SGX523-berzosertib	10.508720930232569	0.3970497668110542
392	etoposide-peposertib	11.558489840728612	0.3977273035277646
30	CPI0610-M1774	10.484126984126974	0.3990932106556544
107	M1774-cytarabine	10.463511450381674	0.4008106940193083
422	gartisertib-seliciclib	10.4401225170364	0.4027642818200102
368	cabozantinib-gartisertib	10.438183994528057	0.40292643945168977
276	M4076-vatalanib	10.430769230769243	0.4035470239859942
296	RO3306-gartisertib	10.42649572649573	0.40390494203157673
106	M1774-crizotinib	10.38927916921197	0.4070294431964801
441	lomustine-peposertib	10.376068376068403	0.4081417778501963
111	M1774-entospletinib	10.362290076335867	0.4093036897235042
35	GSK2334470-M1774	10.360966921119587	0.4094153664309234
67	K858-gartisertib	10.355555555555569	0.4098722707160494
79	LY2603618-gartisertib	10.33247863247864	0.41182390568806976
205	M3541-temozolomide	10.294871794871824	0.4150152424980259
110	M1774-duvelisib	10.290508905852414	0.4153863495912386
181	M3541-gartisertib	11.33766963373705	0.41542329233051983
319	berzosertib-dacarbazine	10.278632478632488	0.41639747039769215
159	M3541-SGX523	9.225000000000009	0.4167694549961415
14	BI2536-M4076	10.268376068376071	0.41727174010600754
393	everolimus-gartisertib	10.259829059829059	0.41800105530398457
126	M1774-niraparib	10.25555555555556	0.41836597054439606
371	carfilzomib-gartisertib	10.252991452991466	0.41858500203456483
416	gartisertib-pomalidomide	10.240103270223765	0.41968687393021054
423	gartisertib-sorafenib	10.235897435897442	0.4200467872869385
141	M1774-sorafenib	10.225071225071233	0.42097399820396014
402	gartisertib-gilteritinib	10.218803418803432	0.4215113042079234
274	M4076-tozasertib	10.205982905982921	0.4226114777692068
456	peposertib-sunitinib	10.193846153846167	0.42365438102544967
242	M4076-fluorouracil	10.15384615384616	0.42710118055460505
95	M1774-SGX523	10.147938931297706	0.4276114513442111
412	gartisertib-oxaliplatin	10.127350427350436	0.42939239445132155
16	BI2536-gartisertib	10.124786324786342	0.42961446439507145
120	M1774-ibrutinib	10.11982188295166	0.4300445910024181
288	OSI027-peposertib	10.118233618233631	0.4301822478620482
118	M1774-gemcitabine	10.11397882305029	0.4305511289568045
47	GSK525762A-M1774	10.089389312977094	0.4326861917285808
264	M4076-ralimetinib	10.064957264957272	0.4348129732269338
223	M4076-azacytidine	9.009230769230783	0.4364225425184929
287	OSI027-gartisertib	10.03931623931625	0.43705073379830767
68	K858-peposertib	10.022792022792032	0.43849594087329063
403	gartisertib-ibrutinib	10.02222222222224	0.43854581868416453
413	gartisertib-paclitaxel	9.996581196581204	0.44079328054201516
52	GSK923295-M3541	9.995726495726515	0.4408682954215398
155	M3541-OSI027	9.972934472934483	0.44287104818712697
6	AZD4547-M1774	8.92971581847181	0.44378722246396274
57	IBET151-M1774	9.948142493638679	0.44505467018493683
189	M3541-melphalan	9.931216931216937	0.4465484867255579
83	LY2857785-M4076	9.90598290598291	0.4487801560131085
142	M1774-sunitinib	9.86590857273143	0.45233541471916516
135	M1774-prexasertib	9.863129770992355	0.4525824431278943
179	M3541-formestane	9.858974358974379	0.45295196965452134
113	M1774-etoposide	9.8529381810775	0.4534890041095164
389	erlotinib-gartisertib	9.842735042735058	0.4543974630062012
427	gartisertib-thiotepa	9.80427350427351	0.45782974891403994
199	M3541-purvalanol	9.799145299145323	0.4582883100976922
373	ceritinib-gartisertib	9.794017094017093	0.4587470872112701
343	berzosertib-palbociclib	9.786901306240907	0.4593840334555338
171	M3541-dacarbazine	9.782051282051313	0.45981840461333623
182	M3541-geldanamycin	9.779202279202295	0.4600736525771193
102	M1774-carboplatin	9.772486772486772	0.460675570142721
134	M1774-pomalidomide	8.74643545279385	0.46100211448085304
176	M3541-etoposide	10.788746693121652	0.461127507859455
194	M3541-paclitaxel	9.74786324786325	0.4628857314540352
270	M4076-talazoparib	9.729914529914538	0.4644998551209949
87	M1774-M3541	10.733607505941327	0.46584320532681434
119	M1774-gilteritinib	9.661375661375658	0.47068709568082023
436	gemcitabine-peposertib	9.649470899470899	0.47176553607571836
252	M4076-melphalan	9.646153846153865	0.47206622039670243
462	peposertib-vatalanib	9.639384615384643	0.4726801017335912
203	M3541-sorafenib	9.621538461538478	0.47430020783507343
236	M4076-doxorubicin	9.594871794871807	0.476725593889894
370	carboplatin-gartisertib	9.58461538461539	0.4776598710098685
157	M3541-PLX647	9.581993074259342	0.4778988699056237
42	GSK429286A-M3541	9.576923076923109	0.47836109909507085
421	gartisertib-ruxolitinib	9.558974358974368	0.4799990228721207
345	berzosertib-pomalidomide	9.555666666666653	0.4803011312008605
225	M4076-bleomycin	9.547863247863262	0.48101417918514233
211	M3541-veliparib	9.54700854700856	0.4810923060791674
405	gartisertib-lapatinib	9.535042735042751	0.4821866497112628
395	fluorouracil-gartisertib	9.533333333333346	0.48234307073973504
186	M3541-imatinib	9.48290598290599	0.48696709162880647
444	nutlin-peposertib	9.462962962962976	0.48880086631941144
123	M1774-lomustine	9.461882951653944	0.4889002551247569
366	bortezomib-gartisertib	9.45299145299147	0.4897188163377014
150	M1774-veliparib	9.417455711667676	0.4929958377584567
143	M1774-talazoparib	9.383763679890565	0.49611094350095875
139	M1774-ruxolitinib	9.378854961832062	0.4965654449146031
384	doxorubicin-gartisertib	9.376923076923092	0.49674436440651404
127	M1774-nutlin	9.332010582010582	0.5009109852160665
56	GSK923295-peposertib	9.304843304843331	0.5034378619873372
398	formestane-peposertib	9.29538461538462	0.5043187661745839
268	M4076-sorafenib	9.289743589743594	0.5048444013691549
145	M1774-thiotepa	9.277777777777771	0.5059600657677542
380	dacarbazine-gartisertib	9.270085470085476	0.506677764660473
349	berzosertib-rucaparib	9.256410256410263	0.5079546067282443
460	peposertib-tozasertib	9.23076923076924	0.5103518731848291
464	peposertib-vemurafenib	9.205128205128219	0.5127532409923898
461	peposertib-ulixertinib	9.16809116809118	0.516228987178737
346	berzosertib-prexasertib	10.112426038712874	0.5203036395192822
121	M1774-imatinib	9.1058201058201	0.5220912234966584
299	SGX523-gartisertib	9.093162393162402	0.5232855770636144
11	AZD4547-peposertib	9.065527065527078	0.5258963322060815
411	gartisertib-olaparib	9.056410256410274	0.5267585475393648
63	K858-M1774	9.05423280423281	0.5269645463996707
431	gartisertib-vatalanib	9.017094017094024	0.5304820629878523
152	M1774-vincristine	9.000763358778626	0.5320311322545137
228	M4076-carboplatin	8.979487179487194	0.5340514241232045
448	palbociclib-peposertib	8.961675579322645	0.5357445405145198
322	berzosertib-duvelisib	8.941025641025647	0.5377094853366703
245	M4076-geldanamycin	8.90940170940172	0.5407227879378161
214	M4076-ML167	8.906837606837612	0.5409673250221037
224	M4076-berzosertib	8.876967898915696	0.5438183147169703
91	M1774-OSI027	8.873015873015873	0.5441958437933563
190	M3541-mitomycin	8.871794871794876	0.5443124984377679
88	M1774-M4076	9.830207775994268	0.54572178951331
297	RO3306-peposertib	8.853276353276371	0.5460826136566995
251	M4076-lomustine	8.845299145299151	0.5468456135690866
76	LY2603618-M3541	8.803418803418808	0.5508560801351946
440	lapatinib-peposertib	8.78769230769231	0.552364051177555
195	M3541-palbociclib	8.703918722786682	0.5604143350436245
330	berzosertib-gemcitabine	9.66279837309033	0.5609492780441099
101	M1774-cabozantinib	8.689333333333323	0.5618188017380827
75	LY2603618-M1774	8.682539682539684	0.5624732591801361
133	M1774-pictilisib	8.672951653944015	0.5633972063830439
347	berzosertib-purvalanol	8.666782851167671	0.5639918430262705
112	M1774-erlotinib	8.654761904761898	0.56515099659708
105	M1774-cisplatin	8.64748091603053	0.5658533433379115
204	M3541-sunitinib	7.646666666666661	0.5701077833049109
457	peposertib-temozolomide	8.60256410256413	0.5701903182604141
208	M3541-tozasertib	8.585470085470092	0.5718426619489978
96	M1774-SN38	8.576030534351142	0.5727555233427858
138	M1774-rucaparib	8.574074074074076	0.5729447611787389
85	LY2857785-gartisertib	8.573504273504284	0.5729998772427614
400	gartisertib-geldanamycin	8.573504273504284	0.5729998772427614
351	berzosertib-seliciclib	8.564957264957272	0.5738267437162488
212	M3541-vemurafenib	8.56410256410257	0.573909443238187
282	ML167-peposertib	8.54273504273506	0.5759776794517251
404	gartisertib-imatinib	8.541880341880344	0.5760604384476778
158	M3541-RO3306	8.52991452991455	0.57721929849241
162	M3541-azacytidine	8.52991452991455	0.57721929849241
454	peposertib-seliciclib	8.495726495726501	0.5805326703631724
447	paclitaxel-peposertib	8.491452991453002	0.5809470786636254
333	berzosertib-imatinib	8.48290598290599	0.581776048606095
376	crizotinib-gartisertib	8.469230769230776	0.5831028186553049
363	berzosertib-vincristine	8.46239316239317	0.5837663930511894
328	berzosertib-formestane	8.453846153846172	0.5845960351803496
124	M1774-melphalan	8.365318066157753	0.5931998694112114
451	peposertib-purvalanol	6.481666666666669	0.5934418952272377
271	M4076-temozolomide	8.329914529914547	0.5966455276289636
249	M4076-imatinib	8.294017094017093	0.6001417207729638
234	M4076-dacarbazine	8.290598290598297	0.6004748116936689
170	M3541-cytarabine	8.288359788359784	0.6006929177656635
410	gartisertib-nutlin	8.268376068376071	0.6026403790772745
82	LY2857785-M3541	8.262108262108285	0.6032513240581204
449	peposertib-pictilisib	8.260683760683776	0.6033901837118627
254	M4076-niraparib	8.195726495726504	0.6097252390489702
94	M1774-RO3306	8.096717557251901	0.619390149615496
146	M1774-topotecan	8.034391534391531	0.62547749421621
391	etoposide-gartisertib	8.029059829059833	0.6259982969837912
129	M1774-oxaliplatin	7.978835978835974	0.6309042992229311
216	M4076-OSI027	7.975213675213681	0.6312581323233282
71	LY2584702-M4076	7.922222222222231	0.6364340524620765
125	M1774-mitomycin	7.8651653944020286	0.6420055237604235
168	M3541-ceritinib	7.807692307692321	0.64761488347471
128	M1774-olaparib	7.7907379134860015	0.6492689244644938
244	M4076-gartisertib	8.69331797235023	0.6501768017889036
428	gartisertib-topotecan	7.751282051282061	0.6531166576464044
433	gartisertib-vemurafenib	7.745383036935711	0.6536917295674427
292	PLX647-berzosertib	7.742818057455556	0.6539417621070379
34	GDC0425-M1774	7.738095238095227	0.6544021115412362
442	melphalan-peposertib	6.814814814814824	0.6563928723461363
379	cytarabine-peposertib	7.712962962962962	0.6568512053758063
66	K858-berzosertib	7.7094017094017175	0.6571981527317525
93	M1774-PLX647	7.657664354146015	0.662235774942352
316	berzosertib-cisplatin	8.540463128825195	0.664226779455596
453	peposertib-ruxolitinib	7.636752136752165	0.6642703786139076
426	gartisertib-temozolomide	7.533333333333346	0.6743162127402759
166	M3541-cabozantinib	7.5049999999999955	0.6770631452385487
409	gartisertib-niraparib	7.452136752136752	0.6821812886746229
43	GSK429286A-M4076	7.423931623931637	0.684908067523742
250	M4076-lapatinib	7.4236918604651265	0.684931234499952
285	NSC348884-peposertib	7.317663817663828	0.6951536205401262
356	berzosertib-thiotepa	7.311111111111117	0.6957838115970827
198	M3541-pomalidomide	6.42490118577075	0.6967535252862052
62	IBET151-peposertib	7.279202279202281	0.6988497519002705
383	dinaciclib-peposertib	7.260683760683776	0.7006268873305806
369	cabozantinib-peposertib	7.1086153846153906	0.7151527568754299
210	M3541-vatalanib	7.103999999999999	0.7155915982550383
388	entospletinib-peposertib	7.068376068376082	0.7189744534138776
232	M4076-crizotinib	6.995726495726501	0.725848336694045
40	GSK2334470-peposertib	6.884615384615415	0.7362912270694143
417	gartisertib-prexasertib	7.740959471562917	0.7363032284587048
45	GSK429286A-gartisertib	6.838662790697683	0.7405833417350224
381	dacarbazine-peposertib	6.816239316239319	0.7426717393804241
48	GSK525762A-M4076	6.785470085470095	0.7455307858970339
231	M4076-cisplatin	6.73846153846155	0.7498835196974245
301	SN38-berzosertib	7.544257770232099	0.7534528235133866
309	azacytidine-peposertib	6.673789173789189	0.7558404366314493
58	IBET151-M3541	6.666666666666671	0.7564941881415287
291	PF04217903-peposertib	6.637681159420282	0.7591498430179596
65	K858-M4076	6.630242400923438	0.759830118035567
36	GSK2334470-M3541	6.6239316239316395	0.7604068295023491
401	gartisertib-gemcitabine	7.403511718166897	0.7655285889893083
197	M3541-pictilisib	6.549857549857563	0.7671473567289739
374	ceritinib-peposertib	6.448717948717956	0.7762612851626727
243	M4076-formestane	6.44529914529916	0.7765674785150996
377	crizotinib-peposertib	6.431623931623946	0.7777909867247965
3	ABT737-berzosertib	6.358119658119662	0.7843319535790976
64	K858-M3541	6.314814814814824	0.7881568074912368
104	M1774-ceritinib	6.288474692202474	0.7904725295415133
28	BMXIN1-gartisertib	6.237175102599184	0.7949586885307063
443	mitomycin-peposertib	6.179487179487182	0.7999647502897811
312	berzosertib-cabozantinib	6.135897435897448	0.8037193727792129
202	M3541-seliciclib	6.0911680911681145	0.8075463907982636
80	LY2603618-peposertib	6.0598290598290845	0.8102118547227225
375	cisplatin-gartisertib	6.854334602179392	0.8107540835523742
147	M1774-tozasertib	5.939312977099236	0.8203358605453546
0	ABT737-M1774	5.786878704970378	0.83283958310247
5	ABT737-peposertib	5.749230769230778	0.8358733216188186
175	M3541-erlotinib	5.692307692307708	0.840417870404893
86	LY2857785-peposertib	5.611111111111114	0.846809813836151
294	PLX647-peposertib	5.529914529914535	0.8530922204400626
435	geldanamycin-peposertib	5.40598290598291	0.8624623671614694
18	BML284-M1774	5.3647328244274695	0.8655208343788681
239	M4076-erlotinib	5.336752136752139	0.8675779243429864
355	berzosertib-temozolomide	5.320095857583029	0.8687956765124766
293	PLX647-gartisertib	5.118803418803424	0.8831017474370145
46	GSK429286A-peposertib	5.07692307692308	0.8859805539087522
425	gartisertib-talazoparib	5.548804415040655	0.9017120706585097
463	peposertib-veliparib	4.773846153846179	0.9057642068152342
178	M3541-fluorouracil	4.6375661375661394	0.9140382833896903
302	SN38-gartisertib	5.3308442199497925	0.9140916495937806
390	erlotinib-peposertib	4.6239316239316395	0.9148442718557385
354	berzosertib-talazoparib	5.310276597083451	0.915213991673215
300	SGX523-peposertib	4.577333333333343	0.9175686175684291
455	peposertib-sorafenib	4.516923076923092	0.9210303911241607
396	fluorouracil-peposertib	3.1018518518518476	0.9789244262614142
